label,Name,ES829402,ES829403,ES829404,ES829405,ES829406,ES829407,ES829408,ES829409,ES829410,ES829411,ES829412,ES829413,ES829414,ES829415,ES829416,ES829417,ES829418,ES829419,ES829420,ES829421,ES829422,ES829423,ES829424,ES829425,ES829426,ES829427,ES829428,ES829429,ES829430,ES829431,ES829432,ES829433,ES829434,ES829435,ES829436,ES829437,ES829438,ES829439,ES829440,ES829441,ES829442,ES829443,ES829444,ES829445,ES829446,ES829447,ES829448,ES829449,ES829450,ES829451,ES829452,ES829453,ES829454,ES829455,ES829456,ES829457,ES829458,ES829459,ES829460,ES829461,ES829462,ES829463,ES829464,ES829465,ES829466,ES829467,ES829468,ES829471,ES829472,ES829473,ES829474
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|HLADR-|CD38-,HLADR-CD38-CD8+ T cells,0.075188034,0.09365,0.103125786,0.067015625,0.081544531,0.157412698,0.039516746,0.12263285,0.169273196,0.028129534,0.110298387,0.160029703,0.177112903,0.08201875,0.215878788,0.158951327,0.070384615,0.117273913,0.258073394,0.132615942,0.019969697,0.087273973,0.06018662,0.058169065,0.088328205,0.080918367,0.039625767,0.044199074,0.034106667,0.079881356,0.058153846,0.049082418,0.029909091,0.093492683,0.049948187,0.065919355,0.17187037,0.113471204,0.044337209,0.223076503,0.034988571,0.062509653,0.060527919,0.057752381,0.037267241,0.162229358,0.089074627,0.032377358,0.135625551,0.140909483,0.122693694,0.169221453,0.096806931,0.193506024,0.080763514,0.05539916,0.106389831,0.035408451,0.162032,0.065421053,0.093502128,0.070715026,0.131498039,0.135358824,0.058743017,0.090617021,0.091133106,0.182700787,0.20799187,0.171868217,0.168301497
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|HLADR-|CD38+,HLADR-CD38+CD8+ T cells,0.006128205,0.001158333,0.001553459,0.001526042,0.001749972,0.002373016,0.000803828,0.001497585,0.005283505,0.001398964,0.002403226,0.002054455,0.002209677,0.0021,0.003763636,0.004734513,0.00194359,0.001486957,0.007697248,0.005094203,0.00069697,0.002515982,0.001757042,0.00255036,0.003564103,0.002632653,0.00091411,0.001842593,0.000966667,0.001194915,0.001278846,0.002164835,0.00279021,0.00237561,0.002093264,0.002736559,0.005485185,0.002895288,0.003389535,0.005300546,0.001942857,0.002490347,0.002324873,0.00207619,0.001211207,0.002770642,0.002597015,0.001713208,0.011237885,0.00499569,0.006612613,0.008297578,0.001465347,0.001728916,0.002587838,0.001268908,0.002025424,0.001091549,0.001888,0.002641148,0.001289362,0.001139896,0.003027451,0.003517647,0.002134078,0.00153617,0.00674744,0.009251969,0.004390244,0.006155039,0.011054086
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|HLADR+|CD38-,HLADR+CD38-CD8+ T cells,0.005465812,0.000475,0.001050314,0.000770833,0.001812101,0.001833333,0.000995215,0.002681159,0.000829897,0.000621762,0.000685484,0.001064356,0.000887097,0.001196875,0.002363636,0.002557522,0.001189744,0.001873913,0.006880734,0.002644928,0.000672727,0.001077626,0.001859155,0.001658273,0.001220513,0.001484694,0.000957055,0.000583333,8.00E-04,0.002686441,0.000947115,0.001456044,0.001230769,0.001692683,0.00165285,0.00188172,0.002137037,0.002424084,0.001,0.010644809,0.002914286,0.001830116,0.001614213,0.002347619,0.000926724,0.00283945,0.001679104,0.000766038,0.006189427,0.003159483,0.002202703,0.002176471,0.002039604,0.00236747,0.00127027,0.001054622,0.001474576,0.000605634,0.000672,0.001205742,0.000953191,0.000803109,0.001235294,0.001,0.001346369,0.001331915,0.001733788,0.003267717,0.002772358,0.002232558,0.003249415
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|HLADR+|CD38+,HLADR+CD38+CD8+ T cells,0.003115385,0.000166667,0.000433962,0.000296875,0.00038313,0.000626984,0.000119617,0.000381643,0.000505155,0.000176166,0.000330645,0.000267327,0.000607527,0.000515625,0.000890909,0.001628319,0.000405128,0.000365217,0.004697248,0.002094203,0.000448485,0.000493151,0.00040493,0.00105036,0.00074359,0.000964286,0.000319018,0.000398148,0.00034,0.000567797,0.000447115,0.000483516,0.000524476,0.000497561,0.000305699,0.000741935,0.000603704,0.001293194,0.000360465,0.00189071,0.001154286,0.000521236,0.001045685,9.00E-04,0.000439655,0.000444954,0.000664179,0.000441509,0.009651982,0.001586207,0.003063063,0.00167128,0.000405941,0.000361446,0.000858108,0.000403361,0.000601695,0.000246479,0.000264,0.001110048,0.00013617,0.000222798,0.000435294,0.000482353,0.000743017,0.000344681,0.002426621,0.002307087,0.001731707,0.001906977,0.002034681
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD56+|CD161-,CD161- NKT cells,0.019905983,0.007366667,0.019062893,0.008630208,0.016878424,0.098563492,0.014296651,0.043859903,0.007262887,0.005979275,0.081709677,0.084212871,0.052532258,0.021134375,0.028363636,0.070734513,0.012753846,0.024965217,0.028018349,0.06026087,0.007842424,0.037671233,0.014975352,0.008514388,0.047774359,0.026188776,0.009276074,0.196453704,0.01362,0.024838983,0.0153125,0.009725275,0.012951049,0.016112195,0.019523316,0.012182796,0.030281481,0.04760733,0.007523256,0.183387978,0.012611429,0.009490347,0.008076142,0.013319048,0.007762931,0.131440367,0.020850746,0.017611321,0.029511013,0.016051724,0.015693694,0.006404844,0.016584158,0.052506024,0.008959459,0.00812605,0.017127119,0.006077465,0.027952,0.005583732,0.011285106,0.009051813,0.01554902,0.012294118,0.01352514,0.008817021,0.011808874,0.014125984,0.015235772,0.012875969,0.014931114
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD56+|CD161+,CD161+ NKT cells,0.004192308,0.002641667,0.01018239,0.006651042,0.006792789,0.003968254,0.003478469,0.002275362,0.004680412,0.001865285,0.013516129,0.013980198,0.00811828,0.00619375,0.008763636,0.009433628,0.003917949,0.003973913,0.003880734,0.014333333,0.002121212,0.008630137,0.005785211,0.00671223,0.009174359,0.009173469,0.003785276,0.024458333,0.00614,0.00629661,0.013283654,0.002428571,0.00958042,0.005185366,0.007409326,0.006666667,0.018881481,0.005596859,0.012372093,0.020448087,0.003188571,0.005362934,0.003162437,0.007509524,0.002693966,0.005518349,0.007559701,0.004728302,0.018590308,0.007435345,0.015022523,0.006986159,0.003727723,0.005933735,0.006587838,0.004113445,0.018728814,0.00656338,0.01084,0.006665072,0.012106383,0.006098446,0.016070588,0.022088235,0.006631285,0.013314894,0.004303754,0.009818898,0.010219512,0.008170543,0.009201616
DNA1+|DNA2+|CD14-|CD33-|TCRgd+,gamma-delta T cells,0.006547009,0.002925,0.006226415,0.011598958,0.012394769,0.007904762,0.007425837,0.008352657,0.00606701,0.002927461,0.023717742,0.018920792,0.019446237,0.005965625,0.017963636,0.006172566,0.006323077,0.010395652,0.01533945,0.006478261,0.003151515,0.005730594,0.006792254,0.009165468,0.007071795,0.031867347,0.005128834,0.008148148,0.007686667,0.011635593,0.014644231,0.004247253,0.010090909,0.021336585,0.006979275,0.009284946,0.0175,0.007193717,0.007872093,0.011502732,0.006182857,0.009301158,0.008208122,0.01532381,0.010340517,0.00796789,0.010216418,0.005871698,0.012638767,0.012840517,0.009472973,0.009920415,0.005970297,0.00910241,0.013439189,0.007315126,0.021440678,0.005140845,0.01372,0.010995215,0.014753191,0.008891192,0.025011765,0.019658824,0.011765363,0.011068085,0.012153584,0.029007874,0.01903252,0.015627907,0.020944051
DNA1+|DNA2+|CD14+|CD33+,monocytes,0.113175214,0.048925,0.088477987,0.201895833,0.091164197,0.095150794,0.123019139,0.140695652,0.053969072,0.247709845,0.181596774,0.113371287,0.192435484,0.200465625,0.117351515,0.118030973,0.184630769,0.230217391,0.07587156,0.085985507,0.144121212,0.10739726,0.131059859,0.142338129,0.170928205,0.185816327,0.127693252,0.09437963,0.097113333,0.179322034,0.112908654,0.194741758,0.198328671,0.167960976,0.130860104,0.119827957,0.069748148,0.095465969,0.134982558,0.096163934,0.194725714,0.133362934,0.191446701,0.107938095,0.120543103,0.108995413,0.125477612,0.21614717,0.105779736,0.157883621,0.099495495,0.054110727,0.226663366,0.12273494,0.122871622,0.13612605,0.091084746,0.24521831,0.09156,0.226401914,0.161510638,0.112129534,0.079196078,0.131570588,0.180899441,0.171468085,0.199358362,0.088062992,0.081243902,0.106922481,0.075323676
DNA1+|DNA2+|CD14+|CD33+|CD14-|CD16+,CD16+CD14- monocytes,0.001324786,0.000108333,0.001754717,0.001572917,0.000528098,0.000571429,0.000741627,0.001188406,0.001113402,0.001497409,0.00175,0.000742574,0.001274194,0.001659375,0.002472727,0.000477876,0.00085641,0.000595652,0.000926606,0.000231884,0.001181818,0.000242009,0.000823944,0.00102518,0.000194872,0.002030612,0.001503067,0.000162037,6.00E-04,0.003457627,0.0019375,0.000868132,0.000216783,0.000809756,0.000626943,0.000655914,0.000485185,0.000979058,0.000802326,0.001688525,0.000754286,0.001042471,0.000294416,0.002571429,0.004844828,0.002816514,0.002477612,0.002637736,0.000414097,0.003021552,0.002945946,0.000688581,0.000831683,0.001036145,0.000277027,0.001336134,0.000618644,0.002633803,7.20E-05,0.001138756,0.000268085,4.15E-05,0.000815686,0.003170588,0.002636872,0.001331915,0.001368601,0.000165354,0.000162602,0.000100775,0.000334052
DNA1+|DNA2+|CD14+|CD33+|CD14+|CD16+,CD16+CD14+ monocytes,0.006311966,0.001266667,0.003836478,0.00546875,0.001988133,0.002531746,0.006947368,0.003449275,0.002056701,0.006647668,0.008048387,0.002282178,0.003403226,0.006453125,0.006315152,0.002402655,0.005005128,0.003182609,0.004376147,0.005231884,0.004787879,0.004584475,0.006239437,0.004870504,0.002974359,0.00725,0.004840491,0.004509259,0.002973333,0.007364407,0.006653846,0.005153846,0.008846154,0.007312195,0.003860104,0.005134409,0.001825926,0.003486911,0.007645349,0.004491803,0.006097143,0.003841699,0.00857868,0.006466667,0.005474138,0.004389908,0.013268657,0.007773585,0.003590308,0.005577586,0.005558559,0.001802768,0.00510396,0.003222892,0.003763514,0.004995798,0.002169492,0.013366197,0.001824,0.004,0.002370213,0.005989637,0.009235294,0.007829412,0.00403352,0.004446809,0.006604096,0.002543307,0.003666667,0.002612403,0.003684695
DNA1+|DNA2+|CD14+|CD33+|CD16-,CD16- monocytes,0.106162393,0.047641667,0.083163522,0.195317708,0.088803289,0.092309524,0.115866029,0.136415459,0.050963918,0.240196891,0.172330645,0.110445545,0.188021505,0.192834375,0.108981818,0.115323009,0.179312821,0.226882609,0.070954128,0.081072464,0.138630303,0.102328767,0.124397887,0.136956835,0.168184615,0.176954082,0.12190184,0.090199074,0.093893333,0.169042373,0.104836538,0.189192308,0.189671329,0.160312195,0.126740933,0.114349462,0.067548148,0.091136126,0.127034884,0.090262295,0.188445714,0.128803089,0.183436548,0.0993,0.110418103,0.102114679,0.111343284,0.206166038,0.1020837,0.149836207,0.091085586,0.051719723,0.221158416,0.118656627,0.118986486,0.13,0.088440678,0.230070423,0.089864,0.221655502,0.159246809,0.106419689,0.069427451,0.120917647,0.174553073,0.165995745,0.19187372,0.085629921,0.077609756,0.10451938,0.071659226
DNA1+|DNA2+|CD14+|CD33+|CD16+,CD16+ monocytes,0.006700855,0.001333333,0.005477987,0.006578125,0.002433392,0.002968254,0.007397129,0.004468599,0.003082474,0.007818653,0.009548387,0.002970297,0.004543011,0.00763125,0.008612121,0.002774336,0.005610256,0.003565217,0.005137615,0.004913043,0.005254545,0.004621005,0.006887324,0.005967626,0.00294359,0.009367347,0.006165644,0.003935185,0.00322,0.010601695,0.008072115,0.005807692,0.00906993,0.007395122,0.003963731,0.005306452,0.002322222,0.004685864,0.00825,0.00579235,0.006554286,0.004559846,0.007522843,0.008890476,0.010125,0.00712844,0.014985075,0.009981132,0.004022026,0.008400862,0.008608108,0.002304498,0.005777228,0.004210843,0.003966216,0.006289916,0.002644068,0.015147887,0.00176,0.004971292,0.00226383,0.005875648,0.009956863,0.010905882,0.006581006,0.005621277,0.007245734,0.002314961,0.003731707,0.002527132,0.003887151
